Gene name (systematic),L (in codon),alpha_phys,rho_phys (E)
YGR282C,314,0.20573,0.01789
YGR283C,342,0.08909,0.01369
YGR284C,311,0.14720,0.01794
YGR285C,434,0.22201,0.01849
YGR286C,376,0.07462,0.01098
YGR287C,590,0.02705,0.00399
YGR288W,474,0.03822,0.00784
YGR289C,617,0.11574,0.01721
YGR290W,148,0.11660,0.01908
YGR291C,74,0.44217,0.04751
YGR292W,585,0.11837,0.01692
YGR293C,154,0.20885,0.04114
YGR294W,121,0.30378,0.02370
YGR295C,382,0.09942,0.01628
YGR296W,1860,0.00555,0.00109
YHL001W,139,0.17836,0.01452
YHL002W,453,0.07507,0.01237
YHL003C,412,0.11399,0.01547
YHL004W,395,0.06823,0.01064
YHL005C,131,0.15828,0.02843
YHL006C,151,0.06534,0.01362
YHL007C,940,0.04128,0.00657
YHL008C,628,0.05140,0.00887
YHL009C,331,0.10948,0.01590
YHL010C,586,0.04489,0.00745
YHL011C,321,0.09218,0.01224
YHL012W,494,0.06934,0.01075
YHL013C,308,0.12622,0.01883
YHL014C,406,0.03402,0.00568
YHL015W,122,0.31812,0.02475
YHL016C,736,0.09421,0.01376
YHL017W,533,0.10317,0.01507
YHL018W,121,0.18024,0.03082
YHL019C,606,0.05695,0.00919
YHL020C,405,0.04922,0.01096
YHL021C,466,0.10303,0.01569
YHL022C,399,0.06087,0.00907
YHL023C,1147,0.03006,0.00484
YHL024W,714,0.16167,0.02191
YHL025W,333,0.07303,0.01473
YHL026C,316,0.09824,0.01582
YHL027W,626,0.06824,0.01070
YHL028W,606,0.10067,0.01792
YHL029C,680,0.04233,0.00682
YHL030W-A,154,0.03831,0.00745
YHL031C,224,0.11498,0.02189
YHL032C,710,0.02345,0.00378
YHL033C,257,0.21805,0.01766
YHL034C,295,0.20328,0.02217
YHL035C,1593,0.06065,0.00903
YHL036W,547,0.02570,0.00447
YHL037C,160,0.15965,0.02203
YHL038C,631,0.10568,0.01697
YHL039W,586,0.06376,0.01009
YHL040C,628,0.14747,0.01971
YHL041W,150,0.19301,0.02515
YHL042W,151,0.12430,0.01889
YHL043W,171,0.15266,0.01991
YHL044W,236,0.20747,0.02808
YHL045W,116,0.20592,0.03215
YHL046C,121,0.22645,0.01898
YHL047C,638,0.01753,0.00317
YHL048W,382,0.08445,0.01527
YHL049C,272,0.04332,0.00814
YHL050C,698,0.01502,0.00289
YHR001W,438,0.09774,0.01457
YHR002W,358,0.06607,0.01155
YHR003C,430,0.08080,0.01335
YHR004C,447,0.05106,0.00862
YHR005C,473,0.11819,0.01585
YHR006W,542,0.05628,0.00951
YHR007C,531,0.16525,0.01611
YHR008C,234,0.14419,0.01950
YHR009C,524,0.05279,0.00912
YHR010W,137,0.17681,0.01473
YHR011W,447,0.05304,0.00917
YHR012W,283,0.10241,0.01508
YHR013C,239,0.16165,0.02186
YHR014W,292,0.07387,0.01230
YHR015W,660,0.09525,0.01414
YHR016C,469,0.09650,0.01378
YHR017W,386,0.08340,0.01434
YHR018C,464,0.13995,0.01873
YHR019C,555,0.13495,0.01467
YHR020W,689,0.13909,0.01449
YHR021C,83,0.29219,0.02432
YHR022C,257,0.05578,0.00963
YHR023W,1929,0.01567,0.00255
YHR024C,483,0.09683,0.01371
YHR025W,358,0.10665,0.01535
YHR026W,214,0.06691,0.01001
YHR027C,994,0.08698,0.01226
YHR028C,819,0.09608,0.01464
YHR029C,295,0.12563,0.01841
YHR030C,485,0.07141,0.01213
YHR031C,724,0.04645,0.00725
YHR032W,582,0.06192,0.01148
YHR033W,424,0.06593,0.01268
YHR034C,345,0.06315,0.01130
YHR035W,631,0.05751,0.00983
YHR036W,472,0.06455,0.01062
YHR037W,576,0.15309,0.01781
YHR038W,231,0.18303,0.02746
YHR039C,645,0.10614,0.01437
YHR040W,367,0.07686,0.01417
YHR041C,211,0.05577,0.01117
YHR042W,692,0.08647,0.01235
YHR043C,247,0.11426,0.01556
YHR044C,247,0.10609,0.01589
YHR045W,561,0.05268,0.00833
YHR046C,296,0.11477,0.01732
YHR047C,857,0.11178,0.01487
YHR048W,515,0.02204,0.00420
YHR049W,244,0.19866,0.01919
YHR050W,550,0.07321,0.01286
YHR051W,149,0.16201,0.01869
YHR052W,377,0.13227,0.01796
YHR053C,62,0.29255,0.03748
YHR054C,355,0.14601,0.01811
YHR055C,62,0.33801,0.04241
YHR056C,884,0.03589,0.00575
YHR057C,206,0.13136,0.02076
YHR058C,296,0.08542,0.01363
YHR059W,131,0.21771,0.02636
YHR060W,182,0.08515,0.01370
YHR061C,315,0.07149,0.01150
YHR062C,294,0.07502,0.01397
YHR063C,380,0.10607,0.01481
YHR064C,539,0.16263,0.01618
YHR065C,502,0.10225,0.01505
YHR066W,454,0.10192,0.01382
YHR067W,281,0.08387,0.01423
YHR068W,388,0.15221,0.01599
YHR069C-A,121,0.10156,0.01551
YHR070W,500,0.09582,0.01513
YHR071W,230,0.05155,0.00878
YHR072W,732,0.06426,0.01066
YHR073W,997,0.04683,0.00820
YHR074W,715,0.10071,0.01430
YHR075C,401,0.07549,0.01265
YHR076W,344,0.09326,0.01374
YHR077C,1090,0.04034,0.00639
YHR078W,553,0.02415,0.00452
YHR079C,1116,0.01943,0.00353
YHR080C,1346,0.04551,0.00782
YHR081W,185,0.16159,0.02556
YHR082C,1030,0.03415,0.00545
YHR083W,330,0.03505,0.00649
YHR084W,689,0.04399,0.00753
YHR085W,335,0.10079,0.01698
YHR086W,524,0.05300,0.00901
YHR087W,112,0.24832,0.03024
YHR088W,296,0.14893,0.01900
YHR089C,206,0.15072,0.01622
YHR090C,283,0.11866,0.01676
YHR091C,644,0.02697,0.00497
YHR092C,561,0.19464,0.01847
YHR093W,183,0.15678,0.02448
YHR094C,571,0.19765,0.01829
YHR095W,145,0.12820,0.02049
YHR096C,593,0.18383,0.02107
YHR097C,367,0.10602,0.01544
YHR098C,930,0.05955,0.00881
YHR100C,186,0.20391,0.02746
YHR101C,336,0.07106,0.01260
YHR102W,1081,0.02975,0.00516
YHR103W,853,0.02756,0.00469
YHR104W,328,0.13732,0.01703
YHR105W,215,0.14005,0.02403
YHR106W,343,0.11278,0.01613
YHR107C,408,0.10652,0.01555
YHR108W,586,0.06578,0.01000
YHR109W,586,0.05652,0.00950
YHR110W,213,0.05909,0.00948
YHR111W,441,0.09268,0.01450
YHR112C,379,0.09784,0.01393
YHR113W,491,0.10025,0.01328
YHR114W,634,0.05943,0.00880
YHR115C,417,0.05774,0.00976
YHR116W,152,0.20149,0.02476
YHR117W,640,0.08401,0.01187
YHR118C,436,0.08388,0.01334
YHR119W,1081,0.02648,0.00439
YHR120W,960,0.03084,0.00553
YHR121W,188,0.12029,0.01620
YHR122W,232,0.10154,0.01744
YHR123W,392,0.09515,0.01547
YHR124W,628,0.02389,0.00429
YHR125W,102,0.25393,0.04349
YHR126C,160,0.15951,0.02250
YHR127W,244,0.11778,0.01896
YHR128W,217,0.11000,0.01320
YHR129C,385,0.04815,0.00824
YHR130C,112,0.18788,0.03211
YHR131C,851,0.01775,0.00329
YHR132C,431,0.13974,0.02044
YHR133C,292,0.07890,0.01205
YHR134W,270,0.06589,0.01067
YHR135C,539,0.05752,0.00946
YHR136C,149,0.08307,0.01526
YHR137W,514,0.13524,0.01991
YHR138C,115,0.36019,0.04177
YHR139C-A,104,0.12253,0.01933
YHR140W,240,0.09680,0.01412
YHR141C,107,0.21643,0.01886
YHR142W,317,0.07491,0.01190
YHR143W,326,0.12495,0.01901
YHR144C,313,0.12109,0.01705
YHR145C,119,0.09701,0.01901
YHR146W,466,0.10105,0.01431
YHR147C,215,0.08441,0.01392
YHR148W,184,0.13824,0.02030
YHR149C,735,0.03155,0.00561
YHR150W,580,0.03335,0.00553
YHR151C,527,0.03043,0.00496
YHR152W,174,0.12464,0.01958
YHR153C,199,0.08227,0.01418
YHR154W,1071,0.03068,0.00497
YHR155W,1229,0.04096,0.00675
YHR156C,341,0.11096,0.01618
YHR157W,183,0.15029,0.02591
YHR158C,1165,0.02958,0.00504
YHR159W,505,0.04755,0.00929
YHR160C,284,0.11550,0.01704
YHR161C,638,0.03866,0.00674
YHR162W,130,0.09988,0.01553
YHR163W,250,0.07319,0.01040
YHR164C,1523,0.03407,0.00558
YHR165C,2414,0.01321,0.00227
YHR166C,627,0.05854,0.00968
YHR167W,262,0.09845,0.01677
YHR168W,500,0.08244,0.01326
YHR169W,432,0.09841,0.01523
YHR170W,519,0.09360,0.01247
YHR171W,631,0.05688,0.00854
YHR172W,824,0.07898,0.01223
YHR173C,113,0.33428,0.04602
YHR174W,438,0.19651,0.01533
YHR175W,190,0.07391,0.01240
YHR176W,433,0.09164,0.01377
YHR177W,454,0.06810,0.01159
YHR178W,744,0.04553,0.00731
YHR179W,401,0.19479,0.02125
YHR180W,164,0.12112,0.01894
YHR181W,229,0.11036,0.01932
YHR182W,786,0.03730,0.00641
YHR183W,490,0.20498,0.01923
YHR184W,572,0.12741,0.01946
YHR185C,238,0.19948,0.02357
YHR186C,1558,0.04751,0.00786
YHR187W,310,0.11265,0.01688
YHR188C,611,0.08446,0.01342
YHR189W,191,0.05713,0.01153
YHR190W,445,0.14382,0.01872
YHR191C,134,0.19428,0.03106
YHR192W,279,0.10827,0.01715
YHR193C-A,125,0.12002,0.02348
YHR194W,580,0.02329,0.00425
YHR195W,322,0.07907,0.01358
YHR196W,576,0.07909,0.01178
YHR197W,764,0.10296,0.01544
YHR198C,322,0.09100,0.01430
YHR199C,311,0.08937,0.01410
YHR200W,269,0.08348,0.01564
YHR201C,398,0.10879,0.01544
YHR202W,603,0.05607,0.00862
YHR203C,262,0.17009,0.01369
YHR204W,797,0.02021,0.00336
YHR205W,825,0.06667,0.00961
YHR206W,623,0.05445,0.00920
YHR207C,527,0.09519,0.01505
YHR208W,394,0.13365,0.01549
YHR209W,292,0.09387,0.01464
YHR210C,342,0.06971,0.01120
YHR211W,1076,0.02784,0.00399
YHR212C,112,0.11206,0.01847
YHR213W,199,0.11167,0.01516
YHR214W-A,162,0.04474,0.01005
YHR215W,468,0.18631,0.02141
YHR216W,524,0.12501,0.01584
YHR218W-A,106,0.01648,0.00334
YHR219W,625,0.01743,0.00323
YIL001W,514,0.06365,0.01139
YIL002C,947,0.03110,0.00548
YIL003W,294,0.07354,0.01265
YIL004C,143,0.09329,0.01603
YIL005W,702,0.05076,0.00747
YIL006W,374,0.05750,0.00961
YIL007C,221,0.08937,0.01676
YIL008W,100,1.19877,0.04888
YIL009W,695,0.05201,0.00794
YIL010W,216,0.11794,0.01893
YIL011W,270,0.19155,0.01790
YIL012W,131,0.10297,0.01795
YIL013C,1412,0.04920,0.00747
YIL014W,631,0.05617,0.00856
YIL015W,588,0.13441,0.01953
YIL016W,160,0.26366,0.03358
YIL018W,255,0.13103,0.01116
YIL019W,347,0.10228,0.01450
YIL020C-A,113,0.07287,0.01363
YIL021W,319,0.11409,0.01682
YIL022W,432,0.09985,0.01499
YIL023C,347,0.08026,0.01378
YIL024C,190,0.17070,0.02218
YIL025C,125,0.25154,0.02939
YIL026C,1151,0.06477,0.00975
YIL027C,142,0.30508,0.03290
YIL028W,133,0.67133,0.07655
YIL029C,143,0.22413,0.03526
YIL030C,1320,0.06805,0.01065
YIL031W,1035,0.01416,0.00236
YIL032C,119,0.17928,0.03157
YIL033C,417,0.11728,0.01741
YIL034C,288,0.09319,0.01451
YIL035C,373,0.07999,0.01124
YIL036W,588,0.05888,0.00907
YIL037C,657,0.17016,0.02475
YIL038C,837,0.04965,0.00801
YIL039W,474,0.11576,0.01482
YIL040W,139,0.14609,0.02102
YIL041W,327,0.18693,0.02354
YIL042C,395,0.05394,0.01112
YIL043C,285,0.04493,0.00716
YIL044C,299,0.05643,0.00923
YIL045W,539,0.06289,0.01001
YIL046W,641,0.03760,0.00701
YIL047C-A,123,0.01424,0.00326
YIL048W,1152,0.06161,0.00958
YIL049W,254,0.07886,0.01460
YIL050W,286,0.06571,0.01099
YIL051C,146,0.22039,0.02345
YIL052C,122,0.19048,0.01655
YIL053W,251,0.37630,0.02403
YIL054W,106,0.13955,0.02323
YIL055C,628,0.03915,0.00721
YIL056W,641,0.03497,0.00620
YIL057C,165,0.16415,0.02151
YIL058W,95,0.32332,0.03753
YIL059C,122,0.17820,0.02890
YIL060W,145,0.07734,0.01497
YIL061C,301,0.11610,0.01795
YIL062C,155,0.19075,0.03062
YIL063C,328,0.10786,0.01470
YIL064W,258,0.07382,0.01218
YIL065C,156,0.08050,0.01522
YIL066C,870,0.03480,0.00496
YIL067C,679,0.04147,0.00761
YIL068C,806,0.04249,0.00699
YIL069C,136,0.19215,0.01484
YIL070C,267,0.15780,0.02103
YIL071C,445,0.04138,0.00725
YIL072W,606,0.04960,0.00870
YIL073C,976,0.02096,0.00393
YIL074C,470,0.12317,0.01588
YIL075C,946,0.09502,0.01241
YIL076W,297,0.09572,0.01446
YIL077C,321,0.10803,0.01652
YIL078W,735,0.11362,0.01181
YIL079C,361,0.05083,0.00851
YIL082W,291,0.06891,0.01067
YIL083C,366,0.09344,0.01367
YIL084C,328,0.08634,0.01287
YIL085C,518,0.06970,0.01061
YIL086C,103,0.30106,0.03857
YIL087C,158,0.10432,0.01853
YIL088C,491,0.07441,0.01094
YIL089W,206,0.06693,0.01166
YIL090W,492,0.04786,0.00789
YIL091C,722,0.05889,0.00896
YIL092W,634,0.04118,0.00732
YIL093C,265,0.07885,0.01385
YIL094C,372,0.11347,0.01447
YIL095W,811,0.04192,0.00700
YIL096C,337,0.08663,0.01446
YIL097W,517,0.07936,0.01194
YIL098C,156,0.17790,0.02462
YIL099W,550,0.03042,0.00556
YIL101C,648,0.04662,0.00862
YIL102C,102,0.28217,0.03679
YIL103W,426,0.09632,0.01378
YIL104C,508,0.06718,0.01101
YIL105C,687,0.04277,0.00739
YIL106W,315,0.08684,0.01488
YIL107C,828,0.03622,0.00579
YIL108W,697,0.07480,0.01263
YIL109C,927,0.06944,0.01041
YIL110W,378,0.05843,0.00985
YIL111W,152,0.09881,0.01542
YIL112W,1084,0.03365,0.00534
YIL113W,210,0.08882,0.01616
YIL114C,282,0.07399,0.01176
YIL115C,1461,0.01891,0.00303
YIL116W,386,0.09681,0.01356
YIL117C,319,0.08592,0.01598
YIL118W,232,0.14017,0.01680
YIL119C,408,0.05004,0.00746
YIL120W,564,0.02002,0.00358
YIL121W,543,0.04308,0.00772
YIL122W,352,0.06268,0.01281
YIL123W,476,0.16014,0.01593
YIL124W,298,0.13752,0.01640
YIL125W,1015,0.09932,0.01215
YIL126W,1360,0.02494,0.00374
YIL127C,207,0.11142,0.01727
YIL128W,1033,0.05950,0.00987
YIL130W,965,0.02582,0.00432
YIL131C,485,0.05908,0.01023
YIL132C,214,0.05771,0.01093
YIL133C,200,0.13932,0.01297
YIL134W,312,0.04353,0.00784
YIL135C,437,0.06671,0.01263
YIL136W,394,0.07331,0.01175
YIL137C,947,0.08261,0.01277
YIL138C,162,0.18176,0.02171
YIL139C,246,0.10951,0.01600
YIL140W,824,0.12485,0.01501
YIL142W,528,0.14384,0.01711
YIL143C,844,0.06766,0.01009
YIL144W,692,0.04504,0.00718
YIL145C,310,0.06749,0.01284
YIL146C,530,0.03628,0.00669
YIL147C,1221,0.02306,0.00402
YIL148W,129,0.17997,0.01565
YIL149C,1680,0.01513,0.00245
YIL150C,572,0.06050,0.01066
YIL151C,1119,0.02088,0.00348
YIL152W,236,0.23740,0.03800
YIL153W,394,0.04886,0.01012
YIL154C,347,0.10253,0.01814
YIL155C,650,0.07735,0.01155
YIL156W-A,134,0.02178,0.00421
YIL157C,198,0.11946,0.01613
YIL158W,205,0.08476,0.01381
YIL159W,1376,0.01924,0.00346
YIL160C,418,0.03200,0.00518
YIL161W,236,0.07848,0.01099
YIL162W,533,0.13366,0.01234
YIL164C,200,0.08118,0.01323
YIL165C,120,0.31942,0.04870
YIL166C,543,0.02149,0.00372
YIL169C,996,0.02226,0.00314
YIL172C,590,0.03841,0.00562
YIL173W,1550,0.02250,0.00361
YIL176C,121,0.20387,0.01758
YIR001C,251,0.09226,0.01444
YIR002C,994,0.03196,0.00529
YIR003W,680,0.06030,0.00988
YIR004W,433,0.07918,0.01280
YIR005W,149,0.34692,0.04419
YIR006C,1481,0.02203,0.00371
YIR007W,765,0.05344,0.00896
YIR008C,410,0.09519,0.01470
YIR009W,112,0.41509,0.05108
YIR010W,577,0.04778,0.00807
YIR011C,320,0.10840,0.01850
YIR012W,432,0.10312,0.01630
YIR014W,243,0.11776,0.02574
YIR015W,145,0.11814,0.02154
YIR016W,266,0.05528,0.00974
YIR017C,188,0.12148,0.02159
YIR018W,246,0.05274,0.00998
YIR020C,101,0.46313,0.05501
YIR021W,364,0.08048,0.01298
YIR022W,168,0.09994,0.01440
YIR023W,971,0.03393,0.00632
YIR024C,217,0.11101,0.01718
YIR025W,369,0.10040,0.01577
YIR026C,365,0.10948,0.01639
YIR027C,461,0.04333,0.00728
YIR028W,636,0.11734,0.01712
YIR029W,344,0.05744,0.00926
YIR030C,245,0.08929,0.01502
YIR031C,555,0.02492,0.00364
YIR032C,196,0.05431,0.01043
YIR033W,1114,0.04685,0.00730
YIR034C,374,0.14565,0.01965
YIR035C,255,0.09846,0.01466
YIR036C,264,0.08253,0.01493
YIR037W,164,0.16534,0.02088
YIR038C,235,0.11334,0.01599
YIR039C,538,0.04767,0.00789
YIR040C,111,0.33479,0.05342
YIR041W,125,0.29269,0.02310
YIR042C,237,0.06316,0.00965
YJL001W,216,0.12930,0.01852
YJL002C,477,0.09437,0.01299
YJL003W,119,0.66462,0.05330
YJL004C,204,0.06832,0.01245
YJL005W,2027,0.02772,0.00484
YJL006C,324,0.12379,0.01587
YJL008C,569,0.13320,0.01579
YJL010C,667,0.10578,0.01548
YJL011C,162,0.23672,0.02862
YJL012C,722,0.12607,0.01575
YJL013C,516,0.07583,0.01315
YJL014W,535,0.14016,0.01773
YJL015C,125,0.37866,0.04407
YJL016W,562,0.24577,0.03112
YJL019W,683,0.08046,0.01261
YJL020C,1158,0.05930,0.00960
YJL022W,103,0.57421,0.06152
YJL023C,348,0.26193,0.03118
YJL024C,195,0.15123,0.02225
YJL025W,515,0.03201,0.00594
YJL026W,400,0.20069,0.01900
YJL027C,139,0.24996,0.04112
YJL028W,112,0.85254,0.07607
YJL029C,823,0.03855,0.00680
YJL030W,197,0.08632,0.01459
YJL031C,328,0.11376,0.01603
YJL033W,771,0.08641,0.01335
YJL034W,683,0.13566,0.01361
YJL035C,251,0.05718,0.00896
YJL036W,424,0.07032,0.01166
YJL037W,225,0.55417,0.04766
YJL038C,220,0.31105,0.03005
YJL039C,1684,0.01801,0.00301
YJL041W,824,0.08843,0.01264
YJL042W,1399,0.04672,0.00763
YJL043W,258,0.09431,0.01730
YJL044C,459,0.04109,0.00692
YJL045W,635,0.05827,0.00851
YJL046W,410,0.07366,0.01161
YJL047C,843,0.04201,0.00726
YJL048C,397,0.07140,0.01222
YJL049W,451,0.08170,0.01241
YJL050W,1074,0.07675,0.01072
YJL051W,823,0.04196,0.00694
YJL052W,333,0.27403,0.02103
YJL053W,380,0.09005,0.01444
YJL054W,479,0.05444,0.00878
YJL055W,246,0.12061,0.01807
YJL056C,881,0.02936,0.00469
YJL057C,668,0.04319,0.00722
YJL058C,544,0.06483,0.00981
YJL059W,409,0.06171,0.01070
YJL060W,445,0.10284,0.01471
YJL061W,714,0.06943,0.01065
YJL062W,831,0.09994,0.01595
YJL063C,239,0.06933,0.01418
YJL064W,132,0.41487,0.03509
YJL065C,168,0.14101,0.02526
YJL066C,253,0.09183,0.01655
YJL068C,300,0.12664,0.01776
YJL069C,595,0.08840,0.01382
YJL071W,575,0.04674,0.00808
YJL072C,214,0.08685,0.01411
YJL073W,646,0.03126,0.00516
YJL074C,1231,0.02641,0.00421
YJL075C,139,0.45733,0.05582
YJL076W,1190,0.03285,0.00545
YJL077C,132,0.31004,0.03527
YJL078C,882,0.07886,0.01244
YJL079C,300,0.18165,0.01819
YJL080C,1223,0.08548,0.01064
YJL081C,490,0.06384,0.01088
YJL082W,732,0.09538,0.01449
YJL083W,605,0.02868,0.00551
YJL084C,1047,0.05433,0.00926
YJL085W,624,0.04136,0.00665
YJL086C,123,0.35528,0.04569
YJL087C,828,0.09380,0.01358
YJL088W,339,0.18053,0.02072
YJL089W,830,0.02659,0.00433
YJL090C,765,0.03168,0.00516
YJL091C,491,0.12915,0.01858
YJL092W,1175,0.02050,0.00366
YJL093C,692,0.01819,0.00329
YJL094C,874,0.02442,0.00411
YJL095W,1479,0.02162,0.00374
YJL096W,162,0.08932,0.01264
YJL097W,218,0.21643,0.02494
YJL098W,1059,0.09006,0.01389
YJL099W,747,0.05964,0.00986
YJL100W,608,0.04527,0.00801
YJL101C,679,0.08641,0.01287
YJL102W,820,0.03692,0.00635
YJL103C,619,0.01959,0.00347
YJL104W,150,0.23298,0.02647
YJL105W,561,0.04173,0.00741
YJL106W,646,0.02280,0.00375
YJL107C,388,0.07874,0.01295
YJL108C,384,0.08206,0.01233
YJL110C,552,0.03081,0.00543
YJL111W,551,0.11341,0.01484
YJL112W,715,0.03971,0.00695
YJL115W,280,0.12700,0.01912
YJL116C,338,0.11895,0.01568
YJL117W,312,0.12250,0.01932
YJL118W,220,0.05009,0.01079
YJL119C,108,0.15205,0.02048
YJL120W,108,0.24026,0.04294
YJL121C,239,0.15960,0.01714
YJL122W,176,0.19219,0.02478
YJL123C,479,0.07889,0.01236
YJL124C,173,0.09790,0.01540
YJL125C,384,0.10314,0.01576
YJL126W,308,0.10393,0.01734
YJL127C,641,0.04761,0.00757
YJL128C,669,0.05854,0.00898
YJL129C,1236,0.05930,0.00957
YJL130C,2215,0.05219,0.00684
YJL131C,357,0.06791,0.01136
YJL132W,751,0.02930,0.00487
YJL133W,315,0.05714,0.01020
YJL134W,410,0.10051,0.01542
YJL135W,106,0.35718,0.04940
YJL136C,88,0.30031,0.02294
YJL137C,381,0.06012,0.00999
YJL138C,396,0.20206,0.01739
YJL139C,429,0.04869,0.00750
YJL140W,222,0.08608,0.01451
YJL141C,808,0.03082,0.00570
YJL142C,131,0.27464,0.04129
YJL143W,159,0.11550,0.01675
YJL144W,105,0.45708,0.04639
YJL145W,295,0.13787,0.01718
YJL146W,470,0.06718,0.01190
YJL147C,383,0.06332,0.01024
YJL148W,234,0.12898,0.01595
YJL149W,664,0.07075,0.01178
YJL150W,101,0.26840,0.03930
YJL151C,134,0.15499,0.02569
YJL152W,120,0.14760,0.02760
YJL153C,534,0.03969,0.00631
YJL154C,945,0.05404,0.00942
YJL155C,453,0.07571,0.01220
YJL156C,688,0.07083,0.01195
YJL157C,831,0.05832,0.00959
YJL158C,228,0.30937,0.02490
YJL159W,414,0.30793,0.02542
YJL160C,288,0.13175,0.02131
YJL161W,181,0.06800,0.01391
YJL162C,584,0.07027,0.01098
YJL163C,556,0.05518,0.01046
YJL164C,398,0.06273,0.00958
YJL165C,856,0.03137,0.00522
YJL166W,95,0.39319,0.03787
YJL167W,353,0.21195,0.02209
YJL168C,734,0.06028,0.00975
YJL169W,123,0.30047,0.04406
YJL170C,210,0.15564,0.02546
YJL171C,397,0.16904,0.01757
YJL172W,577,0.15111,0.01922
YJL173C,123,0.17744,0.02817
YJL174W,277,0.10001,0.01629
YJL175W,171,0.29054,0.04157
YJL176C,826,0.06250,0.00968
YJL177W,185,0.14940,0.01252
YJL178C,272,0.17529,0.02098
YJL179W,110,0.32668,0.03627
YJL180C,326,0.08661,0.01276
YJL181W,612,0.03856,0.00737
YJL182C,106,0.74986,0.04986
YJL183W,423,0.07836,0.01192
YJL184W,124,0.18229,0.02687
YJL185C,294,0.06402,0.01135
YJL186W,587,0.14200,0.01973
YJL187C,820,0.02377,0.00406
YJL188C,103,0.09475,0.01960
YJL189W,52,0.61951,0.03895
YJL190C,131,0.21989,0.01735
YJL191W,139,0.18672,0.01527
YJL192C,235,0.07816,0.01103
YJL193W,403,0.06234,0.01063
YJL194W,514,0.03899,0.00713
YJL195C,234,0.11400,0.02075
YJL196C,311,0.10966,0.01763
YJL197W,1255,0.04638,0.00761
YJL198W,882,0.06944,0.01110
YJL200C,790,0.11912,0.01440
YJL201W,600,0.07145,0.01130
YJL202C,116,0.10516,0.02035
YJL203W,281,0.10080,0.01426
YJL204C,841,0.04020,0.00652
YJL206C,759,0.03930,0.00690
YJL207C,2015,0.01412,0.00250
YJL208C,330,0.09237,0.01339
YJL209W,655,0.11502,0.01642
YJL210W,272,0.04203,0.00764
YJL211C,148,0.08578,0.01364
YJL212C,800,0.09946,0.01408
YJL213W,332,0.27153,0.03576
YJL214W,570,0.05555,0.00891
YJL215C,120,0.09941,0.01925
YJL216C,582,0.02517,0.00359
YJL217W,199,0.11179,0.01770
YJL218W,197,0.11750,0.01862
YJL219W,568,0.02824,0.00452
YJL220W,151,0.19414,0.03328
YJL221C,590,0.02576,0.00380
YJL222W,1550,0.05286,0.00837
YJL223C,121,0.21271,0.01825
YJR001W,603,0.05855,0.00985
YJR002W,594,0.12536,0.01778
YJR003C,520,0.09378,0.01436
YJR004C,651,0.03302,0.00559
YJR005W,701,0.05316,0.00930
YJR006W,488,0.05555,0.00877
YJR007W,305,0.17528,0.01800
YJR008W,339,0.07499,0.01212
YJR009C,333,0.28405,0.02163
YJR010W,512,0.16661,0.01832
YJR011C,262,0.13832,0.02203
YJR012C,208,0.22047,0.02530
YJR013W,404,0.08971,0.01723
YJR014W,199,0.16165,0.02096
YJR015W,511,0.11141,0.01789
YJR016C,586,0.10100,0.01158
YJR017C,171,0.06043,0.01057
YJR018W,121,0.07639,0.01669
YJR019C,350,0.07457,0.01452
YJR020W,111,0.39932,0.04646
YJR021C,315,0.04212,0.00750
YJR022W,110,0.32563,0.04907
YJR023C,134,0.33666,0.04282
YJR024C,245,0.06715,0.01090
YJR025C,178,0.13958,0.02092
YJR030C,746,0.03289,0.00600
YJR031C,1409,0.02602,0.00473
YJR032W,394,0.10135,0.01319
YJR033C,1358,0.04847,0.00812
YJR034W,109,0.22421,0.03664
YJR035W,1086,0.02962,0.00515
YJR036C,893,0.02319,0.00415
YJR037W,128,0.49047,0.05176
YJR038C,121,0.25910,0.04035
YJR039W,1122,0.03084,0.00538
YJR040W,780,0.09348,0.01474
YJR041C,1175,0.05699,0.00953
YJR043C,351,0.11188,0.01851
YJR044C,141,0.08923,0.01432
YJR045C,655,0.09932,0.00905
YJR046W,605,0.04366,0.00815
YJR047C,158,0.27078,0.02354
YJR048W,110,0.30307,0.03185
YJR049C,531,0.06950,0.01121
YJR050W,236,0.08802,0.01622
YJR051W,502,0.06386,0.00967
YJR052W,566,0.06076,0.01018
YJR053W,575,0.05510,0.00790
YJR054W,498,0.04387,0.00758
YJR055W,165,0.16040,0.02109
YJR056C,237,0.07205,0.01353
YJR057W,217,0.13985,0.02061
YJR058C,148,0.27128,0.03709
YJR059W,819,0.11541,0.01740
YJR060W,352,0.12613,0.01968
YJR061W,936,0.03369,0.00575
YJR062C,458,0.04627,0.00801
YJR063W,126,0.25075,0.02927
YJR064W,563,0.09616,0.01283
YJR065C,450,0.10535,0.01368
YJR066W,2471,0.00587,0.00105
YJR067C,142,0.17362,0.02327
YJR068W,354,0.08857,0.01251
YJR069C,198,0.19148,0.02345
YJR070C,326,0.18276,0.02002
YJR071W,123,0.31217,0.04661
YJR072C,386,0.15337,0.01994
YJR073C,207,0.08458,0.01418
YJR074W,219,0.06642,0.01117
YJR075W,397,0.16852,0.02320
YJR076C,416,0.09937,0.01449
YJR077C,312,0.15641,0.01763
YJR078W,454,0.09194,0.01546
YJR079W,110,0.17564,0.03599
YJR080C,395,0.06492,0.00992
YJR082C,114,0.31373,0.03886
YJR083C,310,0.12304,0.02026
